AnimalID,Group,Drug,Dose,Replicate,BodyWgt1,BodyWgt2,BodyWgt3,BodyWgt4,BodyWgt5,BodyWgt6,BodyWgt7,BodyWgt8,BodyWgt9,BodyWgt10,BodyWgt11,BodyWgt12,BodyWgt13,BodyWgtAVEwk1,BodyWgtAVE,FecalWgt1,FecalWgt2,FecalWgt3,FecalWgt4,FecalWgt5,FecalWgt6,FecalWgt7,FecalWgt8,FecalWgt9,FecalWgt10,FecalWgt11,FecalWgt12,FecalWgtAVEwk1,FecalWgtAVE,Urine_ml1,Urine_ml2,Urine_ml3,Urine_ml4,Urine_ml5,Urine_ml6,Urine_ml7,Urine_ml8,Urine_ml9,Urine_ml10,Urine_ml11,Urine_ml12,Urine_mlAVEwk1,Urine_mlAVE,Water_ml1,Water_ml2,Water_ml3,Water_ml4,Water_ml5,Water_ml6,Water_ml7,Water_ml8,Water_ml9,Water_ml10,Water_ml11,Water_ml12,Water_mlAVEwk1,Water_mlAVE,Food1,Food2,Food3,Food4,Food5,Food6,Food7,Food8,Food9,Food10,Food11,Food12,FoodAVEwk1,FoodAVE,Dose1,Dose2,Dose3,Dose4,Dose5,Dose6,Dose7,Dose8,Dose9,Dose10,Dose11,Dose12,DoseAVEwk1,DoseAVE
2018.38,4-AP,Nothing,0.0,D,212.5,220.9,228.2,241.8,244.4,254.5,267.7,280.5,284.1,289.4,291.1,296.1,301.1,242.9166667,262.4846154,12.5,9.5,7.0,10.0,8.3,,10.3,7.6,10.0,11.3,9.5,7.6,9.462,9.410909091,22.0,15.0,14.5,16.5,11.5,,17.5,17.0,18.5,19.0,16.0,13.0,15.9,16.40909091,45.0,37.0,39.0,53.0,39.0,,43.0,37.0,41.0,42.0,40.0,40.0,42.6,41.45454545,23.7,22.1,23.1,23.8,14.1,,24.0,26.9,35.2,,23.9,121.9,21.358,33.866,0,0,0,0,0,,0,0,0,0,0,0,0,0
2018.39,4-AP,Nothing,0.0,D,235.8,246.4,254.6,269.0,275.8,288.8,295.1,304.5,318.9,321.4,325.2,335.0,343.9,271.6166667,293.4153846,15.2,11.9,11.8,13.8,9.5,,6.6,10.9,12.0,10.1,9.8,10.0,12.428,11.05454545,23.0,20.0,17.5,16.5,14.0,,17.0,18.5,20.5,18.5,16.5,14.0,18.2,17.81818182,51.0,47.0,49.0,53.0,49.0,,39.0,46.0,42.0,46.0,46.0,45.0,49.8,46.63636364,28.6,28.1,27.6,28.7,44.8,,20.6,51.4,23.9,,27.1,122.3,31.582,40.323,0,0,0,0,0,,0,0,0,0,0,0,0,0
2018.4,4-AP,4-AP,0.3,A,225.6,229.4,243.7,247.9,255.7,263.2,277.5,286.1,302.1,303.3,314.7,318.2,327.9,252.9,276.5615385,12.4,11.0,10.4,12.3,11.8,,11.0,10.2,12.4,9.7,14.3,12.2,11.58,11.60909091,14.0,14.5,13.0,13.0,12.5,,15.0,14.5,17.5,15.5,14.5,14.0,13.4,14.36363636,34.0,50.0,45.0,37.5,36.0,,36.0,39.0,34.0,50.0,34.0,38.0,40.5,39.40909091,22.0,26.7,19.9,25.7,49.1,,23.7,41.8,35.1,,26.2,106.1,28.68,37.63,10.2,15,13.5,11.25,10.8,,10.8,11.7,10.2,15,10.2,11.4,12.15,11.82272727
2018.5,4-AP,4-AP,0.3,A,205.4,210.6,220.5,225.7,232.6,238.5,250.0,264.3,269.8,279.4,288.6,294.2,306.8,229.65,252.8,10.0,8.7,7.0,7.8,8.4,,9.5,7.7,9.4,9.0,11.4,9.1,8.38,8.909090909,13.0,12.5,12.0,12.5,11.8,,13.0,14.0,13.5,12.5,13.0,10.0,12.36,12.52727273,27.0,55.0,23.0,29.0,25.0,,35.0,26.0,27.0,28.0,26.0,28.0,31.8,29.90909091,20.5,21.8,20.5,21.5,46.2,,23.3,38.5,46.3,,25.3,,26.1,29.32222222,8.1,16.5,6.9,8.7,7.5,,10.5,7.8,8.1,8.4,7.8,8.4,9.54,8.972727273
2018.6,4-AP,4-AP,0.3,A,236.7,240.1,247.0,252.1,257.8,263.2,280.5,290.3,302.1,304.0,315.0,318.2,326.8,256.7833333,279.5230769,11.2,9.0,9.4,8.8,7.9,,4.2,11.6,8.6,10.2,11.4,9.4,9.26,9.245454545,13.0,11.5,10.0,8.0,9.5,,0.5,,,7.5,8.5,6.0,10.4,8.277777778,30.0,54.0,27.0,30.0,27.0,,33.0,37.0,28.0,30.0,28.0,32.0,33.6,32.36363636,19.9,22.1,24.4,17.4,63.5,,19.9,46.3,39.7,,25.4,111.3,29.46,38.99,9,16.2,8.1,9,8.1,,9.9,11.1,8.4,9,8.4,9.6,10.08,9.709090909
2018.16,4-AP,4-AP,0.3,B,220.5,209.2,220.4,227.6,241.4,242.8,239.1,260.2,268.5,275.6,279.5,287.9,294.2,230.0833333,251.3,5.8,6.8,8.0,8.0,7.9,,7.3,9.2,9.4,9.5,,10.0,7.292,8.181,11.0,8.0,8.0,8.0,9.5,,9.5,12.0,13.0,11.5,14.5,7.5,8.9,10.22727273,15.0,28.0,28.0,33.0,26.0,,39.0,32.0,32.0,28.0,34.0,34.0,26,29.90909091,19.0,10.0,26.9,23.7,41.8,,21.5,33.9,40.9,,30.3,105.2,24.27,35.314,4.5,8.4,8.4,9.9,7.8,,11.7,9.6,9.6,8.4,10.2,10.2,7.8,8.972727273
2018.17,4-AP,4-AP,0.3,B,215.4,221.9,226.3,230.4,239.8,242.4,237.9,264.8,269.8,277.7,284.2,286.5,295.3,233.1166667,253.2615385,7.0,9.8,7.6,7.6,6.9,,6.7,10.3,7.9,9.7,,7.2,7.778,8.068,15.0,14.0,11.5,11.0,11.5,,13.0,12.5,10.5,11.5,13.0,8.0,12.6,11.95454545,35.0,33.0,32.0,35.0,28.0,,49.0,31.0,32.0,44.0,26.0,32.0,32.6,34.27272727,15.8,23.4,11.3,21.6,46.6,,24.1,15.8,38.8,,27.0,99.8,23.732,32.416,10.5,9.9,9.6,10.5,8.4,,14.7,9.3,9.6,13.2,7.8,9.6,9.78,10.28181818
2018.18,4-AP,4-AP,0.3,B,208.2,213.8,219.1,223.3,231.8,233.2,226.7,252.6,258.4,264.2,271.1,276.8,284.9,224.65,243.3923077,6.8,7.3,7.5,5.4,5.8,,5.7,6.1,7.7,5.7,,6.4,6.546,6.432,14.0,11.0,10.0,9.5,10.0,,12.5,13.0,13.5,10.5,8.5,9.5,10.9,11.09090909,30.0,32.0,32.0,30.0,28.0,,56.0,31.0,33.0,32.0,28.0,34.0,30.4,33.27272727,12.3,21.3,25.3,19.8,47.4,,22.3,37.9,40.5,,30.4,102.8,25.208,35.991,9,9.6,9.6,9,8.4,,16.8,9.3,9.9,9.6,8.4,10.2,9.12,9.981818182
2018.28,4-AP,4-AP,0.3,C,216.3,211.0,220.9,227.5,231.3,238.5,247.3,261.1,266.3,274.7,279.4,283.9,283.5,229.4166667,249.3615385,8.4,6.3,8.6,10.3,7.7,,8.9,9.0,8.1,11.2,7.9,4.1,8.276,8.232727273,15.0,10.5,9.5,8.5,8.5,,7.0,9.5,7.0,,10.5,7.0,10.4,9.3,28.0,35.0,32.0,36.0,32.0,,33.0,32.0,32.0,34.0,35.0,27.0,32.6,32.36363636,16.1,18.9,16.9,22.9,42.9,,21.7,37.8,43.5,,18.4,107.1,23.544,34.623,8.4,10.5,9.6,10.8,9.6,,9.9,9.6,9.6,10.2,10.5,8.1,9.78,9.709090909
2018.29,4-AP,4-AP,0.3,C,219.2,220.9,225.8,226.7,231.0,236.6,255.3,255.0,266.1,265.6,272.2,277.3,277.7,232.7166667,248.4153846,6.6,7.3,7.4,9.2,6.9,,7.2,7.5,8.1,9.0,9.4,4.3,7.484,7.524545455,12.0,11.0,10.0,10.5,8.0,,12.0,13.5,13.0,11.0,8.0,7.0,10.3,10.54545455,28.0,31.0,30.0,34.0,29.0,,32.0,31.0,27.0,33.0,33.0,22.0,30.4,30,17.5,19.5,19.6,22.1,26.2,,16.8,23.1,46.4,,22.3,104.7,20.972,31.813,8.4,9.3,9,10.2,8.7,,9.6,9.3,8.1,9.9,9.9,6.6,9.12,9
2018.30,4-AP,4-AP,0.3,C,239.1,238.2,251.7,254.3,255.8,263.2,285.3,291.1,301.3,309.1,319.4,325.0,327.6,258.0833333,281.6230769,9.3,8.8,8.4,9.2,8.5,,9.9,10.4,11.2,10.2,12.3,7.4,8.858,9.611818182,18.0,13.0,16.5,13.0,10.5,,13.5,14.0,16.0,15.5,17.0,13.0,14.2,14.54545455,34.0,42.0,36.0,50.0,36.0,,50.0,37.0,37.0,40.0,45.0,37.0,39.6,40.36363636,19.9,25.1,23.1,22.0,55.3,,21.0,48.2,30.8,,26.2,,29.07,30.17333333,10.2,12.6,10.8,15,10.8,,15,11.1,11.1,12,13.5,11.1,11.88,12.10909091
2018.40,4-AP,4-AP,0.3,D,192.0,187.7,188.0,194.0,202.5,208.0,219.3,227.8,229.9,236.2,239.5,247.0,252.7,199.9166667,217.2769231,8.9,8.6,8.1,6.7,6.0,,5.5,6.0,7.0,6.0,7.0,6.8,7.636,6.951818182,17.5,14.5,12.0,10.0,7.5,,10.0,12.0,7.5,8.0,7.0,5.5,12.3,10.13636364,32.0,34.0,35.0,37.0,33.0,,29.0,29.0,28.0,30.0,30.0,32.0,34.2,31.72727273,17.9,16.2,15.8,18.0,34.0,,16.3,45.1,51.3,,22.7,120.9,20.362,35.809,9.6,10.2,10.5,11.1,9.9,,8.7,8.7,8.4,9,9,9.6,10.26,9.518181818
2018.41,4-AP,4-AP,0.3,D,219.4,218.3,222.4,224.0,238.0,247.7,259.5,268.2,274.7,279.7,286.6,293.4,300.0,234.9833333,256.3,12.2,9.6,9.3,9.1,6.3,,8.9,8.4,8.7,8.9,9.8,6.4,9.306,8.879090909,13.0,7.0,6.0,4.0,3.2,,9.0,10.5,8.5,9.0,4.5,5.0,6.64,7.245454545,32.0,28.0,34.0,38.0,32.0,,32.0,32.0,32.0,34.0,35.0,36.0,32.8,33.18181818,21.2,21.2,18.4,25.6,39.6,,20.8,38.5,44.4,,24.3,122.0,25.212,37.61,9.6,8.4,10.2,11.4,9.6,,9.6,9.6,9.6,10.2,10.5,10.8,9.84,9.954545455
2018.42,4-AP,4-AP,0.3,D,228.5,225.7,232.5,237.3,243.6,252.5,269.0,275.0,282.5,286.9,292.1,302.3,308.1,243.4333333,264.3076923,[3.26,6.9,7.7,7.5,5.5,,10.6,6.4,12.1,7.8,8.3,9.5,6.9125,8.227,13.0,8.0,6.5,5.5,4.5,,6.0,7.0,7.0,7.0,8.0,5.5,7.5,7.090909091,30.0,33.0,34.0,39.0,31.0,,38.0,35.0,33.0,35.0,36.0,38.0,33.4,34.72727273,,20.3,16.0,20.5,45.4,,21.4,44.8,38.5,,24.5,126.4,25.565,39.76111111,9,9.9,10.2,11.7,9.3,,11.4,10.5,9.9,10.5,10.8,11.4,10.02,10.41818182
2018.7,4-AP,4-AP,1.0,A,208.0,202.5,202.9,202.1,209.7,215.3,233.0,240.4,250.3,256.5,263.9,269.4,280.5,210.9166667,233.4230769,8.4,6.5,5.4,6.0,6.2,,9.4,7.8,9.4,9.5,9.1,8.2,6.5,7.809090909,13.0,5.0,4.0,3.5,3.4,,12.0,9.5,11.0,7.5,7.5,7.5,5.78,7.627272727,22.0,37.0,15.0,19.0,21.0,,28.0,28.0,24.0,26.0,25.0,28.0,22.8,24.81818182,17.1,14.8,13.4,16.1,52.0,,20.1,44.9,49.3,,22.8,,22.68,27.83333333,22.0,37.0,15.0,19.0,21.0,,28.0,28.0,24.0,26.0,25.0,28.0,22.8,24.81818182
2018.8,4-AP,4-AP,1.0,A,199.5,195.7,198.3,203.3,211.7,215.7,231..3,241.8,248.7,256.0,265.0,269.8,282.0,204.94,232.2916667,6.4,4.6,6.6,5.9,5.9,,6.1,7.8,7.8,7.7,9.6,7.6,5.88,6.909090909,13.0,4.5,5.0,4.0,3.8,,2.4,8.0,5.0,6.0,4.0,2.0,6.06,5.245454545,8.0,26.0,20.0,27.5,18.0,,30.0,27.0,27.0,28.0,25.0,30.0,19.9,24.22727273,15.0,13.6,15.6,17.2,67.9,,19.4,45.7,46.5,,22.8,100.6,25.86,36.43,8.0,26.0,20.0,27.5,18.0,,30.0,27.0,27.0,28.0,25.0,30.0,19.9,24.22727273
2018.9,4-AP,4-AP,1.0,A,220.8,208.1,199.9,194.3,191.7,192.0,207.9,219.1,227.3,239.1,246.1,256.8,264.7,198.9833333,220.6,9.5,4.0,2.3,2.1,2.3,,6.8,8.0,9.3,10.0,10.0,10.1,4.04,6.763636364,8.0,3.5,2.5,2.0,2.5,,8.5,11.0,6.5,5.0,5.5,6.0,3.7,5.545454545,10.0,16.0,20.0,20.0,18.0,,30.0,24.0,29.0,28.0,29.0,28.0,16.8,22.90909091,12.3,11.2,7.1,8.1,87.1,,18.0,,40.8,,25.3,101.3,25.16,34.57777778,10.0,16.0,20.0,20.0,18.0,,30.0,24.0,29.0,28.0,29.0,28.0,16.8,22.90909091
2018.19,4-AP,4-AP,1.0,B,216.1,205.7,204.7,210.4,220.6,224.2,232.2,245.6,248.5,255.1,261.3,263.7,238.1,216.3,232.7846154,9.3,5.4,6.0,7.7,7.2,,8.8,9.0,7.6,8.8,,8.3,7.116,7.809,11.5,8.0,7.0,7.5,8.0,,10.5,11.5,9.5,11.0,7.5,7.5,8.4,9.045454545,11.0,20.0,22.0,26.0,23.0,,31.0,23.0,27.0,25.0,25.0,24.0,20.4,23.36363636,15.6,17.1,18.8,19.2,59.5,,22.1,43.5,53.3,,24.2,106.6,26.03,37.983,11.0,20.0,22.0,26.0,23.0,,31.0,23.0,27.0,25.0,25.0,24.0,20.4,23.36363636
2018.20,4-AP,4-AP,1.0,B,222.7,204.9,204.9,207.3,215.0,222.0,227.9,246.6,251.1,256.4,264.8,270.1,275.5,213.6666667,236.0923077,4.9,4.5,4.3,5.2,5.5,,7.7,8.1,7.7,9.6,,8.6,4.868,6.609,8.5,6.5,5.5,6.0,8.5,,9.5,13.0,11.5,11.0,4.0,6.0,7,8.181818182,11.0,15.0,19.0,21.0,24.0,,35.0,27.0,27.0,32.0,25.0,25.0,18,23.72727273,10.8,13.5,15.2,16.3,50.1,,21.7,32.2,49.9,,23.8,108.6,21.156,34.2,11.0,15.0,19.0,21.0,24.0,,35.0,27.0,27.0,32.0,25.0,25.0,18,23.72727273
2018.21,4-AP,4-AP,1.0,B,205.3,193.8,193.9,197.1,205.9,209.0,208.8,231.4,240.2,243.6,249.0,254.3,262.6,201.4166667,222.6846154,4.9,4.2,5.1,4.9,5.2,,6.5,7.8,8.4,8.1,,8.7,4.838,6.368,8.5,3.5,2.7,2.0,3.5,,7.5,8.5,9.0,5.0,5.5,3.5,4.04,5.381818182,13.0,21.0,22.0,25.0,22.0,,42.0,28.0,28.0,30.0,29.0,30.0,20.6,26.36363636,11.6,15.9,13.8,17.2,78.3,,20.9,43.7,46.7,,21.3,105.2,27.34,37.45,13.0,21.0,22.0,25.0,22.0,,42.0,28.0,28.0,30.0,29.0,30.0,20.6,26.36363636
2018.31,4-AP,4-AP,1.0,C,222.9,209.5,206.3,213.6,216.4,221.9,238.4,244.3,253.4,259.1,266.0,273.4,276.5,217.68,238.5907692,6.5,3.1,5.5,6.3,5.0,,8.5,7.9,6.9,8.1,9.1,5.4,5.268,6.564545455,8.0,4.0,,2.2,1.7,,8.5,6.0,5.0,4.5,3.5,,3.975,4.822222222,12.0,16.0,26.0,27.0,26.0,,30.0,27.0,26.0,32.0,34.0,30.0,21.4,26,12.0,12.5,15.7,16.5,74.3,,19.3,26.9,45.1,,23.2,119.8,26.196,36.537,12.0,16.0,26.0,27.0,26.0,,30.0,27.0,26.0,32.0,34.0,30.0,21.4,26
2018.32,4-AP,4-AP,1.0,C,230.2,208.9,200.8,192.9,189.2,189.3,211.0,222.5,228.4,230.1,234.6,241.2,248.2,198.6833333,217.4846154,6.0,0.9,1.1,1.3,1.8,,9.0,8.4,8.1,5.9,9.4,5.7,2.228,5.24,14.0,5.0,1.4,1.0,0.8,,10.5,12.0,13.0,11.5,9.0,4.5,4.44,7.518181818,14.0,10.0,7.0,12.0,13.0,,48.0,28.0,29.0,31.0,37.0,33.0,11.2,23.81818182,14.4,7.5,4.5,7.2,54.8,,20.5,52.1,49.2,,21.1,,17.682,25.71,14.0,10.0,7.0,12.0,13.0,,48.0,28.0,29.0,31.0,37.0,33.0,11.2,23.81818182
2018.33,4-AP,4-AP,1.0,C,225.8,215.2,222.0,222.3,225.8,229.0,238.5,248.9,252.7,259.7,263.7,268.8,272.2,225.4666667,241.8923077,6.2,5.6,6.0,7.1,6.2,,7.7,4.8,6.7,8.2,8.0,5.1,6.208,6.516363636,9.5,5.5,4.0,2.5,2.0,,6.0,3.0,7.0,,,,4.7,4.9375,15.0,25.0,22.0,27.0,22.0,,30.0,21.0,25.0,25.0,30.0,25.0,22.2,24.27272727,15.8,18.8,14.9,20.2,87.6,,20.5,80.8,53.8,,21.7,117.5,31.444,45.149,15.0,25.0,22.0,27.0,22.0,,30.0,21.0,25.0,25.0,30.0,25.0,22.2,24.27272727
2018.43,4-AP,4-AP,1.0,D,208.8,193.8,192.2,196.3,200.4,206.5,218.0,225.0,231.7,237.7,243.8,251.5,261.1.,201.2,217.1416667,7.4,4.3,4.4,6.2,6.0,,7.6,6.6,7.0,8.1,8.2,8.5,5.682,6.76,10.5,4.0,3.0,2.0,1.6,,8.5,8.5,8.5,6.0,5.0,3.5,4.22,5.554545455,16.0,14.0,23.0,36.0,32.0,,31.0,31.0,32.0,32.0,30.0,33.0,24.2,28.18181818,16.1,11.1,14.1,15.6,51.1,,18.7,48.7,47.9,,21.8,114.2,21.606,35.929,16.0,14.0,23.0,36.0,32.0,,31.0,31.0,32.0,32.0,30.0,33.0,24.2,28.18181818
2018.44,4-AP,4-AP,1.0,D,213.6,200.0,196.0,197.1,203.6,213.5,230.6,240.8,247.5,256.5,258.5,268.7,274.7,206.8,230.8538462,6.8,3.1,3.2,2.9,4.7,,7.3,8.1,8.0,9.9,7.7,7.2,4.134,6.247272727,9.5,3.1,2.0,1.7,2.6,,6.0,7.0,6.5,6.0,5.0,4.0,3.78,4.854545455,15.0,12.0,19.0,32.0,34.0,,28.0,32.0,30.0,32.0,31.0,28.0,22.4,26.63636364,9.7,10.7,11.6,8.6,54.9,,18.7,48.2,43.9,,23.1,120.0,19.106,34.94,15.0,12.0,19.0,32.0,34.0,,28.0,32.0,30.0,32.0,31.0,28.0,22.4,26.63636364
2018.45,4-AP,4-AP,1.0,D,225.9,212.7,209.4,215.5,215.5,221.6,243.0,244.1,250.3,258.5,236.5,270.6,280.0,219.6166667,237.2,8.5,4.0,5.0,5.8,5.6,,8.1,7.0,7.4,8.0,6.7,7.3,5.76,6.664545455,11.0,4.1,2.2,1.8,1.5,,12.0,8.0,6.5,7.0,3.5,2.0,4.12,5.418181818,20.0,15.0,23.0,25.0,28.0,,30.0,28.0,34.0,31.0,30.0,31.0,22.2,26.81818182,15.3,11.9,,,81.5,,16.5,79.9,43.8,,21.2,,36.26,38.58428571,20.0,15.0,23.0,25.0,28.0,,30.0,28.0,34.0,31.0,30.0,31.0,22.2,26.81818182
2018.10,4-AP,4-AP,3.3,A,189.5,177.6,168.6,161.7,156.1,152.1,154.0,160.1,166.2,--,116.3,--,176.0,161.6833333,161.6545455,7.1,2.8,1.4,1.1,1.6,,5.6,,,7.4,7.5,5.8,2.8,4.477777778,9.0,5.0,2.5,1.0,2.0,,7.0,5.3,,2.0,4.5,2.2,3.9,4.05,3.0,4.0,3.0,4.0,6.0,,26.0,25.0,--,--,26.0,24.0,4,13.44444444,13.0,9.1,3.0,4.3,68.7,,8.8,,,,,,19.62,17.81666667,9.9,13.2,9.9,13.2,19.8,,85.8,82.5,,,85.8,79.2,13.2,44.36666667
2018.11,4-AP,4-AP,3.3,A,240.1,225.0,221.4,216.9,215.3,214.9,228.0,234.6,241.6,249.0,253.6,257.6,265.8,220.25,235.6769231,7.5,5.9,2.9,3.4,3.8,,4.4,7.0,7.8,6.9,,7.6,4.7,5.72,15.0,6.5,3.0,1.0,1.2,,2.0,4.5,6.0,5.0,2.7,2.7,5.34,4.509090909,10.0,22.0,10.0,20.0,13.0,,23.0,23.0,25.0,23.0,23.0,25.0,15,19.72727273,15.0,12.2,9.3,12.8,84.2,,16.1,59.9,46.7,,28.0,112.8,26.7,39.7,33,72.6,33,66,42.9,,75.9,75.9,,,75.9,82.5,49.5,65.1
2018.12,4-AP,4-AP,3.3,A,209.7,194.3,184.1,177.0,169.5,162.1,157.7,162.0,167.3,170.6,171.6,176.0,180.0,174.1166667,175.5307692,,2.3,1.4,1.3,1.1,,2.9,4.7,5.9,7.3,6.1,8.3,1.5125,4.125,,3.0,1.0,1.0,1.5,,2.5,3.5,5.0,6.5,2.6,2.5,1.625,2.91,9.0,12.0,6.0,5.0,5.0,,17.0,19.0,19.0,20.0,20.0,22.0,7.4,14,,12.2,,5.2,33.4,,10.8,27.9,64.1,,16.9,,16.90666667,24.35,29.7,39.6,19.8,16.5,16.5,,56.1,62.7,62.7,66,66,72.6,24.42,46.2
2018.22,4-AP,4-AP,3.3,B,211.6,194.7,186.2,178.2,178.8,176.0,186.4,197.4,213.0,221.1,224.3,231.2,234.9,183.3833333,202.6,5.6,2.5,2.1,1.1,2.0,,6.8,7.1,7.8,8.5,,8.4,2.662,5.185,8.0,1.8,1.0,0.9,1.0,,6.5,3.0,6.0,5.0,4.5,3.5,2.54,3.745454545,,6.0,6.0,7.0,15.0,,32.0,30.0,30.0,30.0,26.0,24.0,8.5,20.6,11.3,7.2,15.2,5.8,85.1,,17.4,65.4,42.0,,29.5,112.7,24.928,39.161,0,19.8,19.8,23.1,49.5,,105.6,99,99,99,85.8,79.2,22.44,67.98
2018.23,4-AP,4-AP,3.3,B,220.3,199.4,186.4,177.6,170.6,160.4,155.9,156.4,160.2,162.3,167.4,170.5,172.2,175.05,173.8153846,6.8,2.0,1.5,0.7,1.4,,2.5,5.5,3.8,4.5,,2.8,2.456,3.136,11.0,3.2,2.5,2.2,3.1,,3.6,4.0,3.8,3.3,2.7,3.3,4.4,3.881818182,2.0,4.0,5.0,5.0,6.0,,14.0,13.0,16.0,18.0,23.0,16.0,4.4,11.09090909,15.3,5.5,6.7,3.6,90.3,,8.7,74.9,72.0,,17.0,116.6,24.264,41.049,6.6,13.2,16.5,16.5,19.8,,46.2,42.9,52.8,59.4,75.9,52.8,14.52,36.6
2018.24,4-AP,4-AP,3.3,B,219.6,196.3,187.7,179.8,171.9,164.2,164.0,160.2,159.5,161.1,160.1,159.5,160.2,177.3166667,172.6230769,6.2,1.1,0.9,0.5,0.8,,4.0,3.0,3.6,3.2,,2.6,1.904,2.59,11.5,2.6,1.6,1.1,1.7,,5.0,3.1,3.8,3.8,2.6,0.4,3.7,3.381818182,3.0,4.0,5.0,4.0,6.0,,14.0,13.0,16.0,16.0,20.0,17.0,4.4,10.72727273,10.0,4.5,3.6,2.6,11.6,,8.4,23.4,74.1,,13.3,,6.474,16.83444444,9.9,13.2,16.5,13.2,19.8,,46.2,42.9,52.8,52.8,66,56.1,14.52,35.4
2018.34,4-AP,4-AP,3.3,C,220.7,199.5,188.8,179.0,168.8,160.6,145.0,139.5,132.9,129.2,124.9,122.0,120.3,173.6166667,156.2461538,4.4,1.8,1.1,0.9,0.4,,0.9,0.9,1.4,1.9,11.4,1.4,1.722,2.394545455,9.5,0.9,3.0,0.2,0.5,,0.0,1.2,0.6,0.5,0.0,1.0,2.82,1.581818182,5.0,4.0,5.0,5.0,4.0,,6.0,2.0,6.0,10.0,8.0,10.0,4.6,5.909090909,11.5,7.3,5.6,-0.2,84.2,,3.8,61.9,95.2,,16.4,,21.7,31.76222222,16.5,13.2,16.5,16.5,13.2,,19.8,6.6,19.8,33,26.4,33,15.18,19.5
2018.35,4-AP,4-AP,3.3,C,223.6,197.8,190.5,181.3,176.9,173.4,169.1,176.6,182.5,191.6,195.2,204.0,209.9,181.5,190.1846154,5.7,1.6,1.2,1.4,1.4,,2.6,4.9,4.3,6.4,5.7,5.8,2.248,3.724545455,14.0,2.8,1.3,0.8,0.5,,1.0,3.2,6.0,7.5,9.5,0.5,3.88,4.281818182,7.0,10.0,8.0,11.0,10.0,,25.0,21.0,27.0,29.0,31.0,33.0,9.2,19.27272727,9.3,7.1,0.7,6.0,77.3,,11.5,58.5,56.5,,18.5,107.3,20.1,35.273,23.1,33,26.4,36.3,33,,82.5,69.3,89.1,95.7,102.3,108.9,30.36,63.6
2018.36,4-AP,4-AP,3.3,C,234.9,211.8,201.1,190.8,187.7,183.6,191.2,198.5,196.1,200.6,204.2,210.8,217.8,194.3666667,202.2384615,5.4,1.6,1.2,1.3,2.6,,4.6,4.6,4.8,5.3,6.5,3.8,2.406,3.772727273,9.0,3.4,0.8,0.5,0.8,,5.5,4.1,3.0,2.3,0.9,7.5,2.9,3.436363636,7.0,8.0,7.0,14.0,14.0,,26.0,17.0,24.0,26.0,26.0,27.0,10,17.81818182,11.0,6.2,1.9,6.3,18.7,,14.2,27.7,61.0,,20.1,123.3,8.82,29.034,23.1,26.4,23.1,46.2,46.2,,85.8,56.1,79.2,85.8,85.8,89.1,33,58.8
2018.46,4-AP,4-AP,3.3,D,204.2,184.5,176.3,168.7,160.3,154.9,144.0,144.9,139.1,139.8,138.6,137.8,136.7,164.7833333,156.1384615,5.5,2.5,1.3,1.0,0.8,,1.9,2.1,1.8,2.6,2.5,2.3,2.2,2.197272727,7.0,1.3,0.7,0.5,0.5,,1.1,3.5,1.2,1.0,0.6,0.5,2,1.627272727,,10.0,10.0,12.0,10.0,,12.0,6.0,12.0,15.0,10.0,13.0,10.5,11,9.7,6.2,4.3,3.2,75.6,,6.5,65.3,86.5,,33.0,122.5,19.816,41.278,0,33,33,39.6,33,,39.6,19.8,39.6,49.5,33,42.9,27.72,36.3
2018.47,4-AP,4-AP,3.3,D,223.1,199.1,191.1,184.8,180.5,180.2,186.7,192.0,197.2,203.6,208.6,215.2,222.0,187.0666667,198.7769231,7.0,1.7,1.6,1.8,1.1,,7.0,5.7,5.9,7.4,4.9,6.2,2.652,4.571818182,12.0,2.0,0.6,0.5,0.5,,3.1,1.6,1.8,2.0,2.3,2.6,3.12,2.636363636,9.0,5.0,8.0,17.0,13.0,,20.0,22.0,24.0,28.0,27.0,30.0,10.4,18.45454545,10.0,6.8,6.0,5.5,78.6,,18.6,64.0,60.8,,12.6,,21.362,29.19555556,29.7,16.5,26.4,56.1,42.9,,66,72.6,79.2,92.4,89.1,99,34.32,60.9
2018.48,4-AP,4-AP,3.3,D,228.0,206.9,198.4,191.4,187.0,181.9,187.0,197.5,197.1,199.4,205.0,205.0,209.5,192.1,199.5461538,5.1,2.8,1.0,0.8,1.0,,3.3,3.2,3.8,4.4,4.4,4.6,2.13,3.107272727,9.0,1.7,0.4,0.5,0.5,,2.8,2.6,1.6,0.5,0.5,,2.42,2.01,8.0,6.0,8.0,14.0,9.0,,24.0,16.0,19.0,22.0,22.0,23.0,9,15.54545455,12.7,8.9,7.4,3.8,,,23.2,,61.3,,14.4,18.2,8.205,18.745,26.4,19.8,26.4,46.2,29.7,,79.2,52.8,62.7,72.6,72.6,75.9,29.7,51.3